,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,churn_probability,cluster_id,cluster_name,top_churn_reason
414,9254-RBFON,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Female,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,1,91,5160,Moved,0.9997949,2,Churn Value,
1578,9033-EOXWV,1,United States,California,Oakland,94603,"37.739113, -122.175602",37.739113,-122.175602,Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,Yes,1,94,4149,Don't know,0.99979407,2,Churn Value,
605,7470-MCQTK,1,United States,California,Alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771,Female,No,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes,1,86,2655,Attitude of support person,0.999793,0,Churn Value,
638,3325-FUYCG,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.119911,Male,No,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.1,2847.4,Yes,1,85,3770,Service dissatisfaction,0.9997919,2,Churn Value,
1010,6946-LMSQS,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,Male,Yes,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,Yes,1,97,2673,Lack of self-service on Website,0.99979097,1,Churn Value,
949,9986-BONCE,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,Yes,1,85,5822,Network reliability,0.9997905,0,Churn Value,
1362,9381-NDKME,1,United States,California,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,Female,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,1,85,3843,Limited range of services,0.99979,0,Churn Value,
1240,2778-OCLGR,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,Male,Yes,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,Yes,1,89,4591,Competitor had better devices,0.99979,0,Churn Value,
1307,7124-UGSUR,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,84,4412,Competitor had better devices,0.9997894,2,Churn Value,
1119,5445-PZWGX,1,United States,California,Travis Afb,94535,"38.265899, -121.939461",38.265899,-121.939461,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,1,87,5090,Price too high,0.99978834,1,Churn Value,
1791,9820-RMCQV,1,United States,California,San Marino,91108,"34.122671, -118.112911",34.122671,-118.112911,Female,No,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,Yes,1,92,4444,Competitor made better offer,0.9997875,0,Churn Value,
115,4640-UHDOS,1,United States,California,Phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,Yes,1,91,4498,Competitor had better devices,0.9997875,0,Churn Value,
415,1205-WNWPJ,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Yes,1,91,4661,Moved,0.99978715,0,Churn Value,
1424,6331-LWDTQ,1,United States,California,Rialto,92377,"34.156758, -117.404686",34.156758,-117.404686,Male,No,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,Yes,1,98,2457,Limited range of services,0.99978715,0,Churn Value,
1011,2325-ZUSFD,1,United States,California,Irvine,92602,"33.720359, -117.733655",33.720359,-117.733655,Female,No,Yes,No,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,Yes,1,81,4669,Network reliability,0.99978584,2,Churn Value,
1015,3594-UVONA,1,United States,California,Costa Mesa,92626,"33.678591, -117.905471",33.678591,-117.905471,Female,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes,1,99,3833,Extra data charges,0.99978584,2,Churn Value,
1086,6834-NXDCA,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.653519,Female,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,1,82,2967,Limited range of services,0.99978584,0,Churn Value,
958,9378-FXTIZ,1,United States,California,San Diego,92119,"32.802959, -117.027095",32.802959,-117.027095,Female,No,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,Yes,1,95,4596,Network reliability,0.99978584,2,Churn Value,
837,3523-QRQLL,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,1,94,5922,Competitor offered more data,0.99978584,2,Churn Value,
923,2165-VOEGB,1,United States,California,Burbank,91501,"34.188339, -118.300942",34.188339,-118.300942,Female,No,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,Yes,1,99,3322,Don't know,0.9997851,2,Churn Value,
170,0823-HSCDJ,1,United States,California,Onyx,93255,"35.676978, -118.101378",35.676978,-118.101378,Male,Yes,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes,1,90,5597,Competitor offered more data,0.99978477,1,Churn Value,
261,4695-VADHF,1,United States,California,Oakland,94606,"37.792489, -122.244314",37.792489,-122.244314,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,Yes,1,84,2989,Competitor had better devices,0.9997845,0,Churn Value,
829,7410-KTVFV,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,97,2815,Competitor offered higher download speeds,0.9997845,0,Churn Value,
674,4323-SADQS,1,United States,California,Concord,94521,"37.971421, -121.971504",37.971421,-121.971504,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes,1,93,3520,Service dissatisfaction,0.9997842,1,Churn Value,
969,1150-WFARN,1,United States,California,Brawley,92227,"33.03933, -115.191857",33.03933,-115.191857,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,Yes,1,90,5516,Competitor had better devices,0.9997825,1,Churn Value,
164,4160-AMJTL,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,Yes,1,83,5432,Competitor offered more data,0.99978155,0,Churn Value,
244,4541-RMRLG,1,United States,California,Hayward,94541,"37.674002, -122.076796",37.674002,-122.076796,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,Yes,1,82,4489,Competitor offered higher download speeds,0.99978155,0,Churn Value,
1549,0733-VUNUW,1,United States,California,San Francisco,94114,"37.758085, -122.434801",37.758085,-122.434801,Male,No,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,1,97,4126,Competitor had better devices,0.99977916,1,Churn Value,
1620,3982-XWFZQ,1,United States,California,Denair,95316,"37.524721, -120.757977",37.524721,-120.757977,Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,Yes,1,97,4873,Competitor offered more data,0.99977916,1,Churn Value,
629,5236-PERKL,1,United States,California,Pearblossom,93553,"34.445239, -117.894868",34.445239,-117.894868,Female,No,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,Yes,1,89,4738,Competitor offered higher download speeds,0.9997769,1,Churn Value,
1468,5271-YNWVR,1,United States,California,Santa Paula,93060,"34.402343, -119.094824",34.402343,-119.094824,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes,1,90,4610,Extra data charges,0.99977416,1,Churn Value,
1557,4905-JEFDW,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",37.416159,-122.131337,Male,No,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,Yes,1,81,3119,Competitor offered higher download speeds,0.99976784,0,Churn Value,
1129,4489-SNOJF,1,United States,California,Deer Park,94576,"38.554383, -122.474773",38.554383,-122.474773,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,1,83,5898,Don't know,0.99976486,1,Churn Value,
1260,9565-JSNFM,1,United States,California,Meadow Valley,95956,"39.937017, -121.058043",39.937017,-121.058043,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,Yes,1,82,5437,Lack of affordable download/upload speed,0.9997608,1,Churn Value,
1767,9412-ARGBX,1,United States,California,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,Female,No,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,Yes,1,97,2459,Competitor made better offer,0.9997571,1,Churn Value,
1840,6797-LNAQX,1,United States,California,Poway,92064,"32.984395, -117.013454",32.984395,-117.013454,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Yes,1,98,4794,Attitude of service provider,0.9997571,1,Churn Value,
1334,3705-PSNGL,1,United States,California,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,1,87,5398,Attitude of support person,0.9997565,0,Churn Value,
998,6598-RFFVI,1,United States,California,San Bernardino,92405,"34.142747, -117.300864",34.142747,-117.300864,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,Yes,1,94,2279,Competitor had better devices,0.9997552,0,Churn Value,
1187,7666-WKRON,1,United States,California,Riverbank,95367,"37.734971, -120.954271",37.734971,-120.954271,Female,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,1,85,2224,Lack of self-service on Website,0.9997471,1,Churn Value,
641,2609-IAICY,1,United States,California,North Fork,93643,"37.244307, -119.470256",37.244307,-119.470256,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,Yes,1,79,2756,Limited range of services,0.9997285,0,Churn Value,
1106,3519-ZKXGG,1,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,79,4062,Competitor offered more data,0.9997285,0,Churn Value,
1481,1320-HTRDR,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,1,79,5948,Attitude of service provider,0.9997285,0,Churn Value,
124,0388-EOPEX,1,United States,California,Riverside,92503,"33.890046, -117.455583",33.890046,-117.455583,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes,1,77,4263,Lack of self-service on Website,0.9997212,0,Churn Value,
1170,4806-KEXQR,1,United States,California,Lockeford,95237,"38.166791, -121.14207",38.166791,-121.14207,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,1,77,4669,Competitor had better devices,0.9997212,0,Churn Value,
753,7409-KIUTL,1,United States,California,Westley,95387,"37.546007, -121.28257",37.546007,-121.28257,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,1,72,5345,Don't know,0.9997212,0,Churn Value,
978,9057-SIHCH,1,United States,California,Twentynine Palms,92278,"34.457829, -116.139589",34.457829,-116.139589,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,Yes,1,72,3260,Price too high,0.9997212,0,Churn Value,
1657,4342-HENTK,1,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,Yes,1,74,2189,Competitor had better devices,0.9997212,0,Churn Value,
1570,2202-CUYXZ,1,United States,California,Dublin,94568,"37.713926, -121.928425",37.713926,-121.928425,Male,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,Yes,1,77,3086,Long distance charges,0.9997212,0,Churn Value,
985,8443-ZRDBZ,1,United States,California,Fontana,92336,"34.136367, -117.460803",34.136367,-117.460803,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,Yes,1,75,3685,Long distance charges,0.9997212,0,Churn Value,
129,7218-HKQFK,1,United States,California,Homeland,92548,"33.761894, -117.120868",33.761894,-117.120868,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes,1,72,3715,Don't know,0.9997212,0,Churn Value,
598,7180-PISOG,1,United States,California,Piru,93040,"34.432843, -118.730106",34.432843,-118.730106,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,75,5554,Attitude of service provider,0.9997212,0,Churn Value,
145,2865-TCHJW,1,United States,California,Anaheim,92807,"33.848733, -117.788357",33.848733,-117.788357,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,1,74,5808,Competitor had better devices,0.9997212,0,Churn Value,
1848,8083-YTZES,1,United States,California,San Diego,92113,"32.697098, -117.116587",32.697098,-117.116587,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,Yes,1,73,3622,Attitude of support person,0.9997212,0,Churn Value,
200,1820-TQVEV,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,1,76,3042,Attitude of support person,0.9997212,0,Churn Value,
1212,7817-BOQPW,1,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,1,77,4320,Competitor made better offer,0.9997212,0,Churn Value,
89,2034-GDRCN,1,United States,California,Valley Center,92082,"33.25283, -116.986079",33.25283,-116.986079,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,1,76,4157,Don't know,0.9997212,0,Churn Value,
623,3722-WPXTK,1,United States,California,Benton,93512,"37.653947, -118.231443",37.653947,-118.231443,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,Yes,1,72,4254,Competitor offered higher download speeds,0.9997212,0,Churn Value,
1314,1867-BDVFH,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,80,5075,Competitor made better offer,0.99971896,0,Churn Value,
1681,8884-ADFVN,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,Yes,1,74,2016,Don't know,0.9997168,0,Churn Value,
886,5178-LMXOP,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,1,70,5795,Price too high,0.99971443,0,Churn Value,
1198,3750-CKVKH,1,United States,California,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,1,71,2299,Don't know,0.99971443,0,Churn Value,
1671,8752-STIVR,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,Yes,1,69,2085,Limited range of services,0.99971443,0,Churn Value,
1760,4415-IJZTP,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,69,2016,Competitor had better devices,0.99971443,0,Churn Value,
446,8593-WHYHV,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,264.8,Yes,1,67,4934,Don't know,0.99971443,0,Churn Value,
1818,0295-PPHDO,1,United States,California,La Puente,91744,"34.031441, -117.936436",34.031441,-117.936436,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,1,71,5962,Attitude of support person,0.99971443,0,Churn Value,
1016,0004-TLHLJ,1,United States,California,Costa Mesa,92627,"33.645672, -117.922613",33.645672,-117.922613,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,Yes,1,71,4479,Price too high,0.99971443,0,Churn Value,
1053,1731-TVIUK,1,United States,California,Tipton,93272,"36.047414, -119.344304",36.047414,-119.344304,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,1,73,4554,Limited range of services,0.9997116,1,Churn Value,
362,7249-WBIYX,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,1,70,5146,Competitor offered more data,0.9997098,0,Churn Value,
809,6979-ZNSFF,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,1,69,2545,Price too high,0.9997098,0,Churn Value,
588,2482-CZGBB,1,United States,California,Anaheim,92804,"33.818, -117.974404",33.818,-117.974404,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,Yes,1,67,3156,Attitude of support person,0.9997098,0,Churn Value,
1225,3006-XIMLN,1,United States,California,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.837669,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,1,79,5299,Lack of self-service on Website,0.99970883,0,Churn Value,
988,2959-MJHIC,1,United States,California,Hinkley,92347,"34.983808, -117.239306",34.983808,-117.239306,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,1,65,4167,Product dissatisfaction,0.999708,0,Churn Value,
284,9878-TNQGW,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.237162,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,1,65,3533,Competitor made better offer,0.999708,0,Churn Value,
803,7005-CCBKV,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,1,77,4539,Service dissatisfaction,0.9997069,1,Churn Value,
223,9851-KIELU,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,Yes,1,76,5803,Competitor made better offer,0.9997069,1,Churn Value,
570,2737-YNGYW,1,United States,California,Hemet,92543,"33.739415, -116.968339",33.739415,-116.968339,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes,1,69,2856,Attitude of support person,0.999706,0,Churn Value,
470,6910-HADCM,1,United States,California,Long Beach,90808,"33.823943, -118.111335",33.823943,-118.111335,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,Yes,1,67,5613,Attitude of support person,0.999706,0,Churn Value,
1827,1400-MMYXY,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,Yes,1,71,2715,Attitude of service provider,0.9997044,1,Churn Value,
1538,9507-EXLTT,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes,1,77,3492,Attitude of support person,0.9997011,0,Churn Value,
1868,8361-LTMKD,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,Yes,1,77,5839,Competitor offered more data,0.9997011,0,Churn Value,
655,5186-SAMNZ,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,1,77,3273,Price too high,0.9997011,0,Churn Value,
807,6376-GAHQE,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,1,65,2140,Don't know,0.9996995,0,Churn Value,
1339,9940-RHLFB,1,United States,California,Sunset Beach,90742,"33.719221, -118.073596",33.719221,-118.073596,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,1,66,2176,Competitor made better offer,0.9996995,0,Churn Value,
762,9747-DDZOS,1,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes,1,74,4378,Network reliability,0.9996923,0,Churn Value,
490,0923-PNFUB,1,United States,California,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,Yes,1,65,4852,Attitude of support person,0.999689,0,Churn Value,
770,7410-YTJIK,1,United States,California,Eureka,95501,"40.796621, -124.15428",40.796621,-124.15428,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,Yes,1,75,2872,Lack of self-service on Website,0.99968743,0,Churn Value,
280,6166-ILMNY,1,United States,California,Tomales,94971,"38.240769, -122.901041",38.240769,-122.901041,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,1,68,5667,Competitor offered more data,0.9996848,0,Churn Value,
808,5052-PNLOS,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,1,65,3662,Don't know,0.99968183,1,Churn Value,
917,4706-AXVKM,1,United States,California,Stevenson Ranch,91381,"34.364153, -118.615583",34.364153,-118.615583,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Yes,1,67,5118,Extra data charges,0.9996811,0,Churn Value,
1633,6328-ZPBGN,1,United States,California,Riverbank,95367,"37.734971, -120.954271",37.734971,-120.954271,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes,1,71,4074,Extra data charges,0.9996811,0,Churn Value,
354,2845-HSJCY,1,United States,California,Whitethorn,95589,"40.053159, -123.995867",40.053159,-123.995867,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,1,78,4786,Competitor offered higher download speeds,0.9996692,0,Churn Value,
